Name	FormID	ScrollID	Plugin	Casteffect	GCD	Cooldown	Casttime	Animation	Animation2
Conjure Malignant Zombie	0x000807		ccbgssse003-zombies.esl	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Skeleton Warlock	0x00084E		ccVSVSSE003-NecroArts.esl	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Storm Atronach	0x0204C5	0x0A44A1	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Wrathman	0x0045b3		Dawnguard.esm	ConjurationSummon	-1	-1	-1	-1	10003
Dread Zombie	0x096D95	0x0A44A5	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10004
Expel Daedra	0x06F952	0x0A44A6	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Pride of Hirstaang	0x000852		ccbgssse014-spellpack01.esl	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Ancient Deathpriest	0x000852		ccVSVSSE003-NecroArts.esl	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Bone Colossus	0x000861		ccVSVSSE003-NecroArts.esl	ConjurationSummon	-1	-1	-1	-1	10003
Conjure Staada	0x19D3FA		ccbgssse025-advdsgs.esm	ConjurationSummon	-1	-1	-1	-1	10003
Flame Thrall	0x07E5D5	0x0A44A8	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Dead Thrall	0x07E8DF	0x0A44A7	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10004
Frost Thrall	0x07E5D6	0x0A44A9	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Storm Thrall	0x07E5D7	0x0A44AA	Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Summon Arniel's Shade	0x06A153		Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
Summon Unbound Dremora	0x099F39		Skyrim.esm	ConjurationSummon	-1	-1	-1	-1	10003
